deception,story_length,question_order,sample_id,story,question,choices,answer,question_old,answer_old
True,2,2,2,"James, Lily, Benjamin, Gracie and Aria entered the TV_room. The corn is in the red_drawer. James moved the corn to the green_drawer. James exited the TV_room. Lily moved the corn to the blue_drawer. Lily exited the TV_room. Benjamin made no movements and stayed in the TV_room for 1 minute. Benjamin exited the TV_room. Gracie moved the corn to the red_envelope. Gracie exited the TV_room. Aria moved the corn to the red_drawer. James likes the red_drawer. Aria exited the TV_room. James, Lily, Benjamin, Gracie and Aria entered the waiting_room. Aria, Gracie and Benjamin entered the bedroom. The tomato is in the green_suitcase. Benjamin dislikes the peas. Aria moved the tomato to the blue_treasure_chest. Aria exited the bedroom. Gracie moved the tomato to the red_treasure_chest. Gracie exited the bedroom. Benjamin moved the tomato to the blue_box. Benjamin exited the bedroom. Aria, Gracie and Benjamin entered the waiting_room. Aria publicly claimed that tomato is in the blue_treasure_chest now. Benjamin privately told James that the tomato is in the blue_box now.",Where does Lily think James thinks the corn is?,"A. blue_bathtub, B. green_cupboard, C. blue_container, D. red_bottle, E. red_box, F. green_suitcase, G. red_container, H. red_treasure_chest, I. blue_box, J. blue_treasure_chest, K. red_drawer, L. blue_drawer, M. green_bathtub, N. green_drawer, O. red_envelope",green_drawer,Where does Lily think James thinks the corn is?,green_drawer
False,1,2,28,"Gracie, Elizabeth, Ella, Oliver and Noah entered the office. The peas is in the blue_drawer. Gracie moved the peas to the red_bottle. Gracie exited the office. Elizabeth moved the peas to the green_cupboard. Elizabeth exited the office. Ella moved the peas to the red_bucket. Ella exited the office. Oliver moved the peas to the blue_pantry. Oliver lost his gloves. Oliver exited the office. Noah moved the peas to the blue_drawer. Noah exited the office. Gracie, Elizabeth, Ella, Oliver and Noah entered the waiting_room.",Where does Oliver think Noah thinks the peas is?,"A. blue_treasure_chest, B. green_box, C. red_drawer, D. red_box, E. red_treasure_chest, F. green_bathtub, G. blue_container, H. green_drawer, I. blue_suitcase, J. green_pantry, K. blue_drawer, L. green_cupboard, M. blue_pantry, N. red_bucket, O. red_bottle",blue_pantry,Where does Oliver think Noah thinks the peas is?,blue_pantry
True,2,2,80,"Jackson, James, Oliver, Charlotte and Olivia entered the den. The watermelon is in the blue_container. Jackson made no movements and stayed in the den for 1 minute. Jackson exited the den. James moved the watermelon to the red_pantry. James exited the den. Oliver dislikes the radish. Oliver made no movements and stayed in the den for 1 minute. Oliver exited the den. Charlotte moved the watermelon to the green_pantry. Charlotte exited the den. Jackson saw a monkey. Olivia made no movements and stayed in the den for 1 minute. Olivia exited the den. Jackson, James, Oliver, Charlotte and Olivia entered the waiting_room. Charlotte, James and Olivia entered the den. The watermelon is in the green_pantry. Charlotte moved the watermelon to the red_pantry. Charlotte exited the den. James moved the watermelon to the blue_bathtub. James exited the den. Olivia moved the watermelon to the red_envelope. Olivia exited the den. Charlotte, James and Olivia entered the waiting_room. James privately told Olivia that the watermelon is in the red_pantry now. Olivia privately told Jackson that the watermelon is in the red_envelope now.",Where does Jackson think Oliver thinks the watermelon is?,"A. blue_container, B. red_envelope, C. green_pantry, D. blue_bathtub, E. red_pantry, F. red_suitcase, G. blue_crate, H. green_suitcase, I. green_bottle, J. green_bathtub, K. blue_drawer, L. blue_box, M. red_crate, N. red_drawer, O. green_treasure_chest",blue_container,Where does Jackson think Oliver thinks the watermelon is?,blue_container
True,3,2,72,"Emily, Isla, Emma, James and Jackson entered the TV_room. The pear is in the green_suitcase. Emily moved the pear to the green_basket. Emily exited the TV_room. Isla made no movements and stayed in the TV_room for 1 minute. Isla exited the TV_room. Emma moved the pear to the red_suitcase. Emma exited the TV_room. James made no movements and stayed in the TV_room for 1 minute. James exited the TV_room. Jackson moved the pear to the green_suitcase. Jackson exited the TV_room. Emma likes the red_crate. Emily, Isla, Emma, James and Jackson entered the waiting_room. James publicly claimed that pear is in the green_suitcase now. Jackson privately told Emily that the pear is in the green_suitcase now. Emily, Emma and Isla entered the kitchen. The corn is in the green_bathtub. Emily moved the corn to the red_container. Isla saw a monkey. Emily exited the kitchen. Emma made no movements and stayed in the kitchen for 1 minute. Isla likes the red_box. Emma exited the kitchen. Isla moved the corn to the blue_pantry. Isla exited the kitchen. Emily, Emma and Isla entered the waiting_room. Emily, Jackson, James and Isla entered the TV_room. The cherry is in the red_bucket. Emily moved the cherry to the red_suitcase. Emily exited the TV_room. Jackson made no movements and stayed in the TV_room for 1 minute. Jackson exited the TV_room. James made no movements and stayed in the TV_room for 1 minute. James exited the TV_room. Isla moved the cherry to the blue_treasure_chest. Isla exited the TV_room. Emily, Jackson, James and Isla entered the waiting_room. Jackson publicly claimed that cherry is in the red_bucket now. Isla privately told James that the cherry is in the green_basket now.",Where does Emma think James thinks the pear is?,"A. red_crate, B. red_box, C. blue_container, D. green_crate, E. blue_drawer, F. green_suitcase, G. red_bucket, H. red_suitcase, I. blue_treasure_chest, J. green_basket, K. green_bathtub, L. blue_pantry, M. red_bottle, N. red_container, O. blue_crate",green_suitcase,Where does Emma think James thinks the pear is?,green_suitcase
True,2,2,74,"Emily, Oliver, Chloe, Aria and Jackson entered the hall. The spinach is in the blue_basket. Emily made no movements and stayed in the hall for 1 minute. Emily exited the hall. Oliver made no movements and stayed in the hall for 1 minute. Oliver exited the hall. Chloe made no movements and stayed in the hall for 1 minute. Chloe exited the hall. Aria moved the spinach to the red_drawer. Aria exited the hall. Jackson made no movements and stayed in the hall for 1 minute. Jackson exited the hall. Emily, Oliver, Chloe, Aria and Jackson entered the waiting_room. Aria, Oliver and Jackson entered the patio. The orange is in the green_pantry. Aria moved the orange to the red_bottle. Aria exited the patio. Oliver moved the orange to the green_cupboard. Oliver exited the patio. Jackson moved the orange to the green_basket. Jackson exited the patio. Aria, Oliver and Jackson entered the waiting_room. Aria publicly claimed that orange is in the green_basket now. Emily likes the green_pantry. Jackson privately told Emily that the orange is in the green_basket now.",Where does Jackson think Chloe thinks the spinach is?,"A. green_cupboard, B. green_pantry, C. green_basket, D. red_bottle, E. blue_container, F. green_crate, G. green_bottle, H. red_container, I. blue_treasure_chest, J. green_drawer, K. blue_basket, L. blue_drawer, M. blue_box, N. red_box, O. red_drawer",blue_basket,Where does Jackson think Chloe thinks the spinach is?,blue_basket
False,1,2,47,"Jack, Emma, Charlotte, Noah and Hannah entered the hallway. The pineapple is in the blue_basket. Jack made no movements and stayed in the hallway for 1 minute. Jack exited the hallway. Emma moved the pineapple to the red_bottle. Emma exited the hallway. Charlotte made no movements and stayed in the hallway for 1 minute. Charlotte exited the hallway. Noah moved the pineapple to the green_drawer. Noah exited the hallway. Hannah moved the pineapple to the blue_basket. Hannah exited the hallway. Jack saw a mouse. Jack, Emma, Charlotte, Noah and Hannah entered the waiting_room.",Where does Hannah think Jack thinks the pineapple is?,"A. green_bathtub, B. red_envelope, C. blue_bathtub, D. green_treasure_chest, E. green_bottle, F. red_drawer, G. red_bucket, H. green_crate, I. green_cupboard, J. red_crate, K. blue_basket, L. green_drawer, M. blue_drawer, N. red_bottle, O. red_treasure_chest",blue_basket,Where does Hannah think Jack thinks the pineapple is?,blue_basket
True,2,2,73,"Ethan, Isabella, Avery, Jayden and Emily entered the laundry. The cabbage is in the blue_pantry. Ethan moved the cabbage to the green_drawer. Ethan exited the laundry. Isabella made no movements and stayed in the laundry for 1 minute. Isabella exited the laundry. Avery moved the cabbage to the red_crate. Avery likes the blue_suitcase. Avery exited the laundry. Jayden made no movements and stayed in the laundry for 1 minute. Jayden exited the laundry. Emily moved the cabbage to the blue_pantry. Emily exited the laundry. Ethan, Isabella, Avery, Jayden and Emily entered the waiting_room. Jayden, Isabella and Avery entered the porch. The peas is in the red_drawer. Jayden made no movements and stayed in the porch for 1 minute. Avery lost his gloves. Jayden exited the porch. Isabella made no movements and stayed in the porch for 1 minute. Isabella exited the porch. Avery made no movements and stayed in the porch for 1 minute. Avery exited the porch. Jayden, Isabella and Avery entered the waiting_room. Avery publicly claimed that peas is in the blue_suitcase now. Jayden privately told Avery that the peas is in the green_basket now.",Where does Isabella think Emily thinks the cabbage is?,"A. green_basket, B. red_drawer, C. green_cupboard, D. red_bottle, E. blue_suitcase, F. green_box, G. red_treasure_chest, H. green_crate, I. blue_container, J. green_bottle, K. blue_pantry, L. green_drawer, M. red_crate, N. blue_basket, O. blue_box",green_drawer,Where does Isabella think Emily thinks the cabbage is?,green_drawer
True,2,2,87,"Jackson, Alexander, Gracie, Ethan and Jack entered the attic. The beans is in the green_bottle. Jackson moved the beans to the red_drawer. Jackson exited the attic. Alexander made no movements and stayed in the attic for 1 minute. Alexander exited the attic. Gracie made no movements and stayed in the attic for 1 minute. Gracie exited the attic. Ethan made no movements and stayed in the attic for 1 minute. Ethan exited the attic. Alexander dislikes the strawberry. Jack moved the beans to the green_bottle. Jackson dislikes the grapes. Jack exited the attic. Jackson, Alexander, Gracie, Ethan and Jack entered the waiting_room. Alexander, Jack and Jackson entered the master_bedroom. The pumpkin is in the red_suitcase. Alexander made no movements and stayed in the master_bedroom for 1 minute. Alexander exited the master_bedroom. Jack made no movements and stayed in the master_bedroom for 1 minute. Jack exited the master_bedroom. Jackson made no movements and stayed in the master_bedroom for 1 minute. Jackson exited the master_bedroom. Alexander, Jack and Jackson entered the waiting_room. Alexander publicly claimed that pumpkin is in the red_suitcase now. Jackson privately told Ethan that the pumpkin is in the red_suitcase now.",Where does Jackson think Gracie thinks the beans is?,"A. green_bottle, B. red_drawer, C. red_envelope, D. green_bathtub, E. red_box, F. green_crate, G. blue_bathtub, H. green_suitcase, I. red_pantry, J. blue_pantry, K. red_crate, L. red_suitcase, M. green_cupboard, N. blue_treasure_chest, O. blue_basket",red_drawer,Where does Jackson think Gracie thinks the beans is?,red_drawer
False,1,2,13,"Mason, Ethan, William, Ella and Avery entered the staircase. The melon is in the red_suitcase. Mason made no movements and stayed in the staircase for 1 minute. Mason exited the staircase. Ethan made no movements and stayed in the staircase for 1 minute. Ethan exited the staircase. William made no movements and stayed in the staircase for 1 minute. William exited the staircase. Ella made no movements and stayed in the staircase for 1 minute. Ella exited the staircase. Avery made no movements and stayed in the staircase for 1 minute. Avery exited the staircase. William saw a mouse. Mason, Ethan, William, Ella and Avery entered the waiting_room.",Where does Mason think William thinks the melon is?,"A. blue_bathtub, B. red_bucket, C. red_container, D. blue_bucket, E. red_drawer, F. blue_basket, G. red_suitcase, H. green_drawer, I. green_suitcase, J. red_bottle, K. blue_treasure_chest, L. green_box, M. blue_suitcase, N. green_bottle, O. blue_container",red_suitcase,Where does Mason think William thinks the melon is?,red_suitcase
True,3,2,86,"Ethan, Ella, Emma, Alexander and Jackson entered the playroom. The grapes is in the blue_drawer. Ethan made no movements and stayed in the playroom for 1 minute. Ethan exited the playroom. Emma likes the green_basket. Ella made no movements and stayed in the playroom for 1 minute. Ella exited the playroom. Ella saw a mouse. Emma moved the grapes to the blue_basket. Emma exited the playroom. Alexander made no movements and stayed in the playroom for 1 minute. Alexander exited the playroom. Jackson moved the grapes to the blue_drawer. Ethan likes the blue_box. Jackson exited the playroom. Alexander saw a mouse. Ethan, Ella, Emma, Alexander and Jackson entered the waiting_room. Emma publicly claimed that grapes is in the blue_drawer now. Jackson privately told Emma that the grapes is in the green_drawer now. Jackson, Ella and Emma entered the laundry. The corn is in the green_basket. Jackson moved the corn to the green_pantry. Emma likes the red_drawer. Jackson exited the laundry. Ella made no movements and stayed in the laundry for 1 minute. Ella exited the laundry. Emma moved the corn to the blue_bucket. Ella saw a mouse. Emma exited the laundry. Jackson, Ella and Emma entered the waiting_room. Jackson, Alexander, Ethan and Ella entered the laundry. The celery is in the blue_box. Jackson moved the celery to the blue_bucket. Jackson exited the laundry. Alexander moved the celery to the green_pantry. Alexander exited the laundry. Ethan made no movements and stayed in the laundry for 1 minute. Ethan exited the laundry. Ella made no movements and stayed in the laundry for 1 minute. Ella exited the laundry. Jackson, Alexander, Ethan and Ella entered the waiting_room. Alexander publicly claimed that celery is in the blue_box now. Ella privately told Ethan that the celery is in the blue_bucket now.",Where does Ethan think Ella thinks the grapes is?,"A. blue_box, B. green_basket, C. green_pantry, D. red_bucket, E. blue_bucket, F. blue_drawer, G. green_drawer, H. blue_treasure_chest, I. red_crate, J. blue_basket, K. green_cupboard, L. red_drawer, M. blue_bathtub, N. green_treasure_chest, O. green_suitcase",blue_drawer,Where does Ethan think Ella thinks the grapes is?,blue_drawer
True,2,2,45,"Nathan, Noah, Alexander, Aria and William entered the living_room. The melon is in the blue_crate. Nathan moved the melon to the blue_basket. Nathan exited the living_room. Noah moved the melon to the red_envelope. Noah exited the living_room. Alexander made no movements and stayed in the living_room for 1 minute. Nathan saw a monkey. Alexander exited the living_room. Aria made no movements and stayed in the living_room for 1 minute. Aria exited the living_room. William moved the melon to the blue_crate. William exited the living_room. Nathan, Noah, Alexander, Aria and William entered the waiting_room. Aria, Noah and Nathan entered the bedroom. The sweet_potato is in the red_suitcase. Aria made no movements and stayed in the bedroom for 1 minute. Aria exited the bedroom. Noah made no movements and stayed in the bedroom for 1 minute. Noah exited the bedroom. Nathan made no movements and stayed in the bedroom for 1 minute. Nathan exited the bedroom. Aria, Noah and Nathan entered the waiting_room. Nathan publicly claimed that sweet_potato is in the green_crate now. Aria privately told Nathan that the sweet_potato is in the blue_bathtub now.",Where does Noah think Nathan thinks the melon is?,"A. red_treasure_chest, B. blue_treasure_chest, C. green_box, D. green_suitcase, E. red_pantry, F. blue_crate, G. green_pantry, H. red_envelope, I. blue_basket, J. blue_drawer, K. red_suitcase, L. blue_bathtub, M. red_drawer, N. red_container, O. green_crate",blue_basket,Where does Noah think Nathan thinks the melon is?,blue_basket
True,2,2,42,"Ethan, Amelia, Emma, Avery and Nathan entered the garage. The pear is in the red_box. Ethan moved the pear to the green_suitcase. Ethan exited the garage. Amelia moved the pear to the blue_crate. Amelia exited the garage. Emma made no movements and stayed in the garage for 1 minute. Emma exited the garage. Avery made no movements and stayed in the garage for 1 minute. Avery exited the garage. Nathan made no movements and stayed in the garage for 1 minute. Nathan exited the garage. Avery lost his phone. Ethan, Amelia, Emma, Avery and Nathan entered the waiting_room. Amelia saw a mouse. Amelia, Avery and Ethan entered the sunroom. The pineapple is in the blue_pantry. Amelia made no movements and stayed in the sunroom for 1 minute. Amelia exited the sunroom. Avery made no movements and stayed in the sunroom for 1 minute. Nathan lost his gloves. Avery exited the sunroom. Ethan moved the pineapple to the green_treasure_chest. Emma lost his phone. Ethan exited the sunroom. Amelia, Avery and Ethan entered the waiting_room. Avery publicly claimed that pineapple is in the red_envelope now. Ethan privately told Avery that the pineapple is in the red_container now.",Where does Avery think Emma thinks the pear is?,"A. red_box, B. green_box, C. blue_crate, D. blue_container, E. green_suitcase, F. blue_pantry, G. red_envelope, H. red_container, I. green_treasure_chest, J. red_pantry, K. green_crate, L. blue_box, M. red_bottle, N. blue_treasure_chest, O. green_pantry",blue_crate,Where does Avery think Emma thinks the pear is?,blue_crate
False,1,2,78,"Evelyn, Mason, Oliver, Jack and Ava entered the playroom. The cabbage is in the green_crate. Evelyn made no movements and stayed in the playroom for 1 minute. Evelyn exited the playroom. Mason moved the cabbage to the blue_box. Mason exited the playroom. Oliver moved the cabbage to the green_box. Oliver exited the playroom. Jack moved the cabbage to the green_drawer. Jack exited the playroom. Ava made no movements and stayed in the playroom for 1 minute. Ava exited the playroom. Evelyn, Mason, Oliver, Jack and Ava entered the waiting_room.",Where does Jack think Ava thinks the cabbage is?,"A. blue_box, B. green_crate, C. green_box, D. green_drawer, E. blue_crate, F. blue_treasure_chest, G. green_basket, H. green_suitcase, I. red_box, J. red_bottle, K. blue_bathtub, L. blue_container, M. green_bottle, N. green_cupboard, O. blue_bucket",green_drawer,Where does Jack think Ava thinks the cabbage is?,green_drawer
False,1,2,14,"Mila, Hannah, Gracie, Charlotte and Emma entered the front_yard. Mila lost his gloves. The cabbage is in the green_suitcase. Mila moved the cabbage to the red_bucket. Mila exited the front_yard. Hannah made no movements and stayed in the front_yard for 1 minute. Hannah exited the front_yard. Gracie made no movements and stayed in the front_yard for 1 minute. Gracie exited the front_yard. Hannah dislikes the grapes. Charlotte made no movements and stayed in the front_yard for 1 minute. Charlotte exited the front_yard. Emma made no movements and stayed in the front_yard for 1 minute. Emma exited the front_yard. Mila, Hannah, Gracie, Charlotte and Emma entered the waiting_room.",Where does Gracie think Hannah thinks the cabbage is?,"A. red_suitcase, B. green_pantry, C. blue_treasure_chest, D. red_treasure_chest, E. green_treasure_chest, F. green_suitcase, G. red_bucket, H. green_cupboard, I. blue_suitcase, J. green_bottle, K. blue_bathtub, L. red_pantry, M. green_drawer, N. blue_basket, O. green_box",red_bucket,Where does Gracie think Hannah thinks the cabbage is?,red_bucket
False,1,2,17,"Ava, Avery, Benjamin, James and Hannah entered the patio. The onion is in the blue_drawer. Ava moved the onion to the red_container. Ava exited the patio. Avery moved the onion to the red_box. James dislikes the cabbage. Avery exited the patio. Benjamin moved the onion to the green_basket. Benjamin exited the patio. James moved the onion to the green_cupboard. James exited the patio. Hannah moved the onion to the blue_drawer. Benjamin lost his gloves. Hannah exited the patio. Ava, Avery, Benjamin, James and Hannah entered the waiting_room.",Where does Ava think Benjamin thinks the onion is?,"A. blue_box, B. blue_suitcase, C. blue_bucket, D. green_bottle, E. red_treasure_chest, F. red_envelope, G. green_treasure_chest, H. blue_container, I. green_pantry, J. green_box, K. blue_drawer, L. red_container, M. red_box, N. green_basket, O. green_cupboard",red_container,Where does Ava think Benjamin thinks the onion is?,red_container
True,3,2,44,"Emily, Nathan, Ava, Jack and Charlotte entered the living_room. The grapes is in the blue_container. Emily moved the grapes to the blue_crate. Emily exited the living_room. Nathan made no movements and stayed in the living_room for 1 minute. Nathan exited the living_room. Ava made no movements and stayed in the living_room for 1 minute. Ava exited the living_room. Jack made no movements and stayed in the living_room for 1 minute. Jack exited the living_room. Charlotte moved the grapes to the blue_container. Charlotte exited the living_room. Emily, Nathan, Ava, Jack and Charlotte entered the waiting_room. Ava publicly claimed that grapes is in the blue_drawer now. Charlotte privately told Ava that the grapes is in the blue_box now. Nathan, Ava and Charlotte entered the bathroom. The orange is in the green_drawer. Nathan made no movements and stayed in the bathroom for 1 minute. Nathan exited the bathroom. Ava moved the orange to the green_basket. Charlotte saw a mouse. Ava exited the bathroom. Charlotte made no movements and stayed in the bathroom for 1 minute. Charlotte exited the bathroom. Nathan, Ava and Charlotte entered the waiting_room. Ava, Jack, Charlotte and Emily entered the bathroom. The orange is in the green_basket. Ava moved the orange to the green_crate. Ava exited the bathroom. Jack made no movements and stayed in the bathroom for 1 minute. Jack exited the bathroom. Jack lost his phone. Charlotte moved the orange to the red_bucket. Charlotte exited the bathroom. Emily made no movements and stayed in the bathroom for 1 minute. Emily exited the bathroom. Ava, Jack, Charlotte and Emily entered the waiting_room. Jack privately told Charlotte that the orange is in the green_basket now. Emily privately told Nathan that the orange is in the red_bucket now.",Where does Emily think Ava thinks the grapes is?,"A. green_basket, B. green_drawer, C. green_crate, D. green_treasure_chest, E. red_bucket, F. blue_box, G. blue_container, H. red_crate, I. blue_crate, J. blue_drawer, K. green_bottle, L. red_box, M. blue_pantry, N. red_suitcase, O. red_treasure_chest",blue_drawer,Where does Emily think Ava thinks the grapes is?,blue_drawer
True,2,2,29,"Elizabeth lost his phone. Amelia, Elizabeth, Jackson, William and Aria entered the laundry. The watermelon is in the red_crate. Amelia moved the watermelon to the red_drawer. Amelia exited the laundry. Elizabeth made no movements and stayed in the laundry for 1 minute. Elizabeth exited the laundry. Jackson moved the watermelon to the blue_bathtub. Jackson exited the laundry. William moved the watermelon to the green_bathtub. William exited the laundry. Aria moved the watermelon to the red_crate. Aria likes the green_pantry. Aria exited the laundry. Amelia, Elizabeth, Jackson, William and Aria entered the waiting_room. Amelia, Jackson and William entered the laundry. The watermelon is in the red_crate. Amelia made no movements and stayed in the laundry for 1 minute. Amelia exited the laundry. Jackson made no movements and stayed in the laundry for 1 minute. Jackson exited the laundry. William moved the watermelon to the blue_bathtub. William exited the laundry. Amelia, Jackson and William entered the waiting_room. Amelia publicly claimed that watermelon is in the red_drawer now. Amelia lost his phone. William privately told Aria that the watermelon is in the blue_bathtub now.",Where does Aria think Elizabeth thinks the watermelon is?,"A. red_container, B. green_bottle, C. blue_treasure_chest, D. blue_bucket, E. red_box, F. blue_suitcase, G. green_pantry, H. red_suitcase, I. blue_box, J. green_suitcase, K. blue_drawer, L. red_crate, M. red_drawer, N. blue_bathtub, O. green_bathtub",red_drawer,Where does Aria think Elizabeth thinks the watermelon is?,red_drawer
False,1,2,22,"Gracie, Ethan, Charlotte, Jayden and Olivia entered the back_yard. The broccoli is in the red_bucket. Gracie moved the broccoli to the blue_crate. Gracie exited the back_yard. Ethan moved the broccoli to the green_box. Ethan exited the back_yard. Charlotte moved the broccoli to the blue_bathtub. Charlotte exited the back_yard. Olivia lost his watch. Jayden moved the broccoli to the green_bottle. Jayden exited the back_yard. Olivia made no movements and stayed in the back_yard for 1 minute. Olivia exited the back_yard. Gracie, Ethan, Charlotte, Jayden and Olivia entered the waiting_room.",Where does Olivia think Ethan thinks the broccoli is?,"A. green_box, B. red_bucket, C. blue_crate, D. green_bottle, E. blue_bathtub, F. green_basket, G. blue_container, H. red_envelope, I. green_pantry, J. red_pantry, K. blue_suitcase, L. green_crate, M. red_drawer, N. red_container, O. green_drawer",green_box,Where does Olivia think Ethan thinks the broccoli is?,green_box
True,2,2,16,"Ethan, William, Lily, Hannah and Mason entered the bedroom. The broccoli is in the green_cupboard. Ethan moved the broccoli to the blue_suitcase. Ethan exited the bedroom. William made no movements and stayed in the bedroom for 1 minute. William exited the bedroom. Lily made no movements and stayed in the bedroom for 1 minute. William likes the red_crate. Lily exited the bedroom. Hannah moved the broccoli to the red_container. Hannah exited the bedroom. Mason moved the broccoli to the green_cupboard. Mason exited the bedroom. Ethan, William, Lily, Hannah and Mason entered the waiting_room. William, Hannah and Ethan entered the lounge. The persimmon is in the blue_bucket. William made no movements and stayed in the lounge for 1 minute. William exited the lounge. Hannah made no movements and stayed in the lounge for 1 minute. Hannah exited the lounge. Ethan moved the persimmon to the red_crate. Ethan exited the lounge. William, Hannah and Ethan entered the waiting_room. William publicly claimed that persimmon is in the green_drawer now. Ethan privately told Mason that the persimmon is in the red_crate now.",Where does Hannah think William thinks the broccoli is?,"A. blue_basket, B. blue_drawer, C. red_box, D. green_box, E. blue_treasure_chest, F. blue_container, G. green_cupboard, H. red_drawer, I. red_container, J. blue_suitcase, K. blue_bucket, L. green_suitcase, M. red_crate, N. green_drawer, O. red_pantry",blue_suitcase,Where does Hannah think William thinks the broccoli is?,blue_suitcase
True,2,2,11,"Jayden, Amelia, Isla, Alexander and Benjamin entered the laundry. Jayden dislikes the melon. The cucumber is in the blue_treasure_chest. Jayden made no movements and stayed in the laundry for 1 minute. Jayden exited the laundry. Amelia moved the cucumber to the green_cupboard. Amelia exited the laundry. Isla made no movements and stayed in the laundry for 1 minute. Isla exited the laundry. Alexander moved the cucumber to the red_suitcase. Alexander exited the laundry. Benjamin made no movements and stayed in the laundry for 1 minute. Benjamin exited the laundry. Jayden, Amelia, Isla, Alexander and Benjamin entered the waiting_room. Jayden, Alexander and Isla entered the hall. The onion is in the green_bathtub. Jayden moved the onion to the blue_crate. Jayden exited the hall. Alexander made no movements and stayed in the hall for 1 minute. Alexander exited the hall. Isla made no movements and stayed in the hall for 1 minute. Isla exited the hall. Jayden, Alexander and Isla entered the waiting_room. Jayden publicly claimed that onion is in the red_container now. Isla privately told Benjamin that the onion is in the blue_crate now.",Where does Amelia think Jayden thinks the cucumber is?,"A. green_cupboard, B. blue_treasure_chest, C. red_suitcase, D. blue_bucket, E. red_crate, F. blue_crate, G. green_bathtub, H. red_treasure_chest, I. red_container, J. red_box, K. blue_drawer, L. blue_pantry, M. green_basket, N. green_box, O. green_crate",blue_treasure_chest,Where does Amelia think Jayden thinks the cucumber is?,blue_treasure_chest
False,1,2,25,"Aria, Ella, Olivia, Elizabeth and Mason entered the garden. The orange is in the green_pantry. Aria made no movements and stayed in the garden for 1 minute. Ella likes the green_drawer. Aria exited the garden. Ella made no movements and stayed in the garden for 1 minute. Ella exited the garden. Olivia moved the orange to the blue_drawer. Ella lost his watch. Olivia exited the garden. Olivia lost his watch. Elizabeth moved the orange to the green_bottle. Elizabeth exited the garden. Mason moved the orange to the green_pantry. Mason exited the garden. Aria, Ella, Olivia, Elizabeth and Mason entered the waiting_room.",Where does Aria think Mason thinks the orange is?,"A. green_pantry, B. green_bottle, C. blue_container, D. green_suitcase, E. blue_drawer, F. blue_basket, G. red_bottle, H. red_box, I. blue_treasure_chest, J. red_drawer, K. red_crate, L. green_drawer, M. green_crate, N. green_basket, O. green_bathtub",green_pantry,Where does Aria think Mason thinks the orange is?,green_pantry
True,2,2,18,"Charlotte, Emma, Ethan, Alexander and Avery entered the pantry. The onion is in the blue_drawer. Charlotte moved the onion to the blue_bathtub. Charlotte exited the pantry. Emma made no movements and stayed in the pantry for 1 minute. Emma exited the pantry. Ethan moved the onion to the green_treasure_chest. Ethan exited the pantry. Alexander made no movements and stayed in the pantry for 1 minute. Alexander exited the pantry. Avery moved the onion to the blue_drawer. Avery exited the pantry. Charlotte, Emma, Ethan, Alexander and Avery entered the waiting_room. Alexander, Charlotte and Ethan entered the lounge. The potato is in the blue_treasure_chest. Alexander made no movements and stayed in the lounge for 1 minute. Avery likes the green_crate. Alexander exited the lounge. Charlotte made no movements and stayed in the lounge for 1 minute. Charlotte exited the lounge. Ethan made no movements and stayed in the lounge for 1 minute. Ethan exited the lounge. Alexander, Charlotte and Ethan entered the waiting_room. Ethan publicly claimed that potato is in the red_container now. Alexander privately told Ethan that the potato is in the red_crate now.",Where does Ethan think Alexander thinks the onion is?,"A. green_crate, B. red_envelope, C. red_bucket, D. blue_pantry, E. green_pantry, F. blue_drawer, G. green_treasure_chest, H. blue_bathtub, I. green_basket, J. blue_container, K. red_crate, L. blue_treasure_chest, M. red_drawer, N. red_container, O. blue_suitcase",green_treasure_chest,Where does Ethan think Alexander thinks the onion is?,green_treasure_chest
